x1;x2;y
1,670063421;0,888793796;0,358426143
0,949964613;-0,160213998;-0,477060689
-0,708401572;-0,018335272;-1,203355608
0,402787184;0,856214109;1,822312228
-1,635020725;-1,127188093;-2,223716925
-0,569608596;-0,561969859;-0,436621136
0,66082413;0,542922023;0,966154784
-1,652979762;-0,95176492;-1,357755128
0,3897014;0,412673535;0,729488485
-0,879175691;-0,727857129;-0,788085285
-1,181595953;-0,607478625;-1,339313169
0,955257304;0,500588526;1,909756106
1,100894923;0,787473532;0,66263702
1,554146392;0,617444314;0,974875906
-0,275979246;0,503054308;-0,716220431
-0,943718137;-0,122057168;-1,304945426
-0,322046861;-0,21304526;0,051896548
1,372708756;-0,319533711;1,805452265
1,252619829;0,931724499;0,308528791
0,694296451;-0,179651451;1,595154159
-1,015080397;-0,470373799;-1,383044047
0,803622644;0,263262561;-0,341126265
-0,479371004;-0,740893179;-0,395477127
-0,812426137;0,38346043;-1,723950113
1,983686277;1,561446355;1,663742701
1,50150591;1,248166675;1,566275493
-0,675968737;0,147377243;-0,72844214
-1,206476673;-0,513121345;-1,763864636
-1,882104243;-0,800459367;-1,171994965
0,420893013;0,588707019;0,560083225
0,832297369;0,656170758;0,273418589
-0,663796451;-1,267237032;-0,981640654
-0,86677922;-0,411945006;-0,795809262
-1,911114116;-1,685428345;-3,511394468
1,484889397;1,589262182;2,433101868
-0,721249134;-0,041969808;-0,199518136
0,410571053;0,397751916;-0,019229047
1,321952134;-0,163168703;1,566172703
1,659702886;2,017855981;1,893031056
-1,928598703;-0,51080895;-2,936040328
-0,802594827;-0,373846104;-0,250057791
1,377394784;0,93372376;0,879707234
0,717980167;0,396172419;0,616746007
-0,58704072;-0,044199637;-1,907022269
0,416964724;0,500178017;0,232961619
0,190910387;-0,681712367;-0,027539291
1,509028762;1,295093369;1,138341738
1,68090326;0,529743218;1,935415082
-0,255123472;0,417225645;-0,745118474
0,580995114;0,022997385;0,139043735
1,769002029;1,896919988;1,786174998
-0,690142441;-0,64461192;-0,616646314
1,807695421;0,859558743;1,260834489
-1,218070515;-0,794899537;-2,483622417
-1,525981134;-0,494227745;-0,306599644
-0,883964349;-0,782673247;0,271877192
-1,67634619;-1,643768116;-1,957719385
0,354397422;0,290939057;-0,030889793
0,658546976;-0,319670333;1,660756015
0,513243476;0,100523858;0,244877196
-1,258991429;-0,223546335;-0,145867494
1,066102578;0,95809811;0,18879306
-1,546419314;-1,289819821;-1,510248542
-0,620481885;-0,372948674;-0,122199842
-0,066154858;0,629783912;0,524929947
-1,849205542;-1,24661069;-2,585966972
-1,289067157;-1,927875938;-1,482670202
1,808132053;1,045269758;0,766026922
0,071151283;0,548491401;0,589273077
0,22695199;1,072086054;0,893525163
0,621141603;-0,113136769;1,183347864
-0,34057099;-0,61771009;-0,207362273
1,797530963;1,459511482;1,814628295
0,055872444;-0,532494771;-1,284703
0,524071256;0,621553636;1,550459417
0,499939154;0,56862896;-0,707117908
1,40303736;0,90792256;2,41897034
0,006425859;0,323930753;0,696381825
-1,031282568;0,577364811;-0,080597266
-1,671094331;-0,427215979;-1,627819655
-1,585061795;-0,978822179;-1,843110969
0,611326756;-0,359442131;-0,087149992
0,870489002;0,229424404;0,585657328
-0,464390446;0,03855645;-0,660284816
-0,136150235;0,126133935;1,516732765
0,289157357;0,502581756;0,254556761
-0,945272714;-0,290101508;-0,503288607
1,603708746;0,373033195;0,83729204
1,26349968;0,535991069;2,541771288
-0,971429018;-1,033661264;-1,395265831
-0,38708049;0,006943405;0,017148459
-1,059531563;-1,46963794;-0,915039073
0,588548559;1,320955513;1,222489985
-0,733643354;-1,041791361;-1,643379347
-0,507215895;-1,159431018;-1,023808268
1,147753603;1,628485237;1,494774316
-1,156502716;-0,396818051;-1,202142117
-0,488941208;-0,780760464;-0,922335293
-0,989919763;-0,588395443;-1,308435764
-0,503566508;-0,305110602;-1,443606578
1,075872187;0,980477808;1,009441881
0,047901136;0,810042427;-0,94260585
-1,904724825;-1,216727129;-3,330684167
-1,595424222;-0,461984152;-2,18594244
-1,489452292;-1,096250505;-2,671025986
0,325444984;0,520306614;1,353645857
0,710531471;1,037403989;0,815906573
0,691413432;0,28319432;0,07368584
0,755309294;0,58413397;-0,399266196
-0,548397428;-0,485878565;0,96507896
1,576577055;1,307295767;0,925959538
-1,305020354;-0,881777324;-0,755777585
0,584748621;0,700829478;0,54981197
-0,898232749;-0,201170466;0,192307446
1,832101342;0,273230082;2,406273183
1,93593777;0,911723265;1,923054231
1,879033744;1,019053542;2,006235242
-1,184521927;-0,006037721;0,048588204
0,998369735;1,606020402;1,229459534
1,822530166;0,750167045;0,722348842
-1,144393046;-0,548056954;-1,62083001
-1,627731509;-0,857030834;-2,550177913
0,234254701;-0,263267941;0,626156671
0,534568168;0,072392205;0,429819387
-1,047012026;-0,432696962;-0,772304582
1,129860607;0,868133612;1,45061909
1,931518929;1,438177032;2,761201288
1,284430887;0,805682156;1,163084129
1,237143391;1,735575895;1,132273768
-0,062196948;0,328809574;-0,416045142
1,582625062;0,709933305;1,483879386
1,915831703;0,775317447;2,721892543
1,55633056;1,163448768;2,813461454
-0,982451727;-0,511022549;-1,84783613
1,545996045;0,711355796;1,446798304
0,414690562;-0,366321908;0,963033722
1,006158389;0,486719601;1,245756445
0,578880176;0,356129249;0,876853299
-0,556108336;-1,002422616;-1,411153173
-1,95161101;-0,979152711;-1,701244262
-1,492994466;-0,211066476;-1,830229372
1,898735639;1,706619245;2,187682854
0,103497904;0,62168209;0,674337666
0,172464684;-0,486173775;0,44259613
-0,684867182;-0,685927221;-0,010931175
0,669559612;0,750097556;0,521558537
-1,82354036;-1,293934018;-1,723716979
1,489237603;0,915860472;1,843545045
-1,309850795;-0,702937708;-0,693532747
-0,200181142;-0,200208204;-0,481588478
1,859647599;1,502750929;2,025223837
0,215950857;-0,011063651;0,154776842
-1,989759814;-0,887061266;-2,406805711
-0,093536179;0,140230028;-0,013475711
1,987391242;1,540577678;1,645022144
1,540696642;0,931807089;1,601291186
-1,802531397;-0,513716526;-2,413571947
-0,8952242;-0,10990481;0,377463056
-1,448452737;-0,18429101;-1,358973366
-0,581430041;-0,503540452;0,29667789
-1,130526275;0,271245978;-1,125025299
0,76675713;0,554691299;0,110314527
1,460297429;1,366622526;1,23051288
-1,862993744;-1,180587441;-1,582340155
1,25978991;1,679568383;1,756121853
-1,355735288;-1,559517181;-1,423544888
-0,209261883;-0,231993114;0,987446457
0,155224738;0,397070804;0,039488428
0,001738466;-1,060125504;0,559687847
-1,871226764;-0,879993684;-1,940499382
-0,109767749;-0,160553693;-0,299326057
-1,518335091;-0,236497194;-1,530995215
0,615599265;0,465033286;0,431910591
1,22366526;0,043791412;0,872912926
-1,473328345;-1,344692038;-2,9259864
1,800750836;0,96655992;1,710949917
-1,740658298;-0,334738613;-0,975160498
-0,46905639;-0,986678541;-1,729975706
0,667790468;0,320258208;1,27599956
-1,080921738;-0,663425315;0,176654767
0,509419163;1,042014097;0,737746335
1,630925707;0,965020085;1,816033943
0,468448149;0,517131371;0,026233972
-1,127576074;-0,498306146;-1,769107031
1,272579747;0,096509929;1,222839873
-1,178221092;-0,355990328;-2,172984727
-0,886785961;-0,405525918;0,064738598
0,816374891;1,196535468;1,004011794
1,96413799;-0,064243359;2,40149869
-0,438670895;0,176012742;-0,690570608
0,930684255;1,362702019;0,661755088
1,697820565;1,125348405;1,658912047
1,575882818;0,570019642;2,518839241
0,761013035;0,916924874;-0,51281879
-0,949664831;-1,469477635;-1,952385001
1,560252068;1,131655834;0,781022049
-1,830284172;-0,491579179;-2,167850403
-0,03997257;0,144017541;0,299033397
-1,725550858;-0,959507845;-2,703633332
-1,747046391;-0,579136598;-2,192751038
-0,406355254;-0,879461969;-1,730553822
-1,231026033;-1,136859944;-1,958737583
-0,354697327;-0,093270689;-0,087493446
-0,068391757;-0,276744374;-0,184011766
-0,76485581;-0,20901434;0,014142311
-1,776159998;-1,416953311;-2,306022883
-1,430918099;-0,994825082;-1,707858395
1,217866809;0,049411714;1,571229756
0,252800659;0,011190309;1,284806176
0,249389913;0,641136854;-1,693905787
1,095101672;0,038797032;1,782470298
0,427837505;0,115407973;1,057806286
-0,040234731;0,163488865;-0,024015291
0,864837716;0,159059444;0,502393467
1,956518665;0,747421635;1,887773341
-1,074341114;0,275970532;-0,653242716
0,296782955;0,447851669;0,149685702
-1,18925646;-1,418899309;-2,468280724
0,686167462;0,017634245;0,086301962
1,293971191;0,77568908;1,139867119
-1,01875109;-0,578479736;-0,887001478
0,988270517;0,520644626;1,339442093
-1,295616743;-1,164131861;-1,573933071
1,940976684;-0,026453447;2,761398857
0,455526979;0,411351318;0,192261436
-1,890025526;-1,116697798;-1,901801896
-0,310601708;-0,086902598;0,643020555
-1,839592709;-1,174381745;-2,635110386
-1,426037763;-0,830227921;-2,142256612
-1,571323572;-1,178769374;-1,397767771
0,014334449;0,078656809;-0,58849924
1,296350401;0,862202391;1,545831382
0,593479507;0,279659935;1,615391019
1,844623399;0,974160373;1,606803869
-0,239028442;0,197250367;-0,555977244
0,478393794;0,889830766;1,203133229
-0,743581044;-0,368175597;-0,668071008
0,223021375;-0,431153002;0,780129795
-0,958838575;-0,660184356;-0,326894316
-0,739539447;0,492177514;0,105492737
-1,412745502;-0,845157758;-1,404651001
1,443341333;0,7017611;0,221531954
-0,855450519;-0,498298911;-1,922200956
0,543535333;0,689531913;-0,547768911
-1,52281802;-1,454522491;-2,149466908
0,729095734;1,662217987;1,340360759
1,431462521;0,689084179;1,857748011
0,03004104;0,368928971;1,398171396
1,191119257;0,523356066;0,620836023
-0,402979161;-0,215268138;-0,760039942
-0,699365858;-0,616567073;-0,594830863
1,030502934;0,439116465;-0,294344051
0,521108498;-0,291198213;-0,469663028
-0,411833666;0,518326779;0,216399417
-0,452647227;0,081479396;0,102513407
-1,887118805;-2,361585569;-1,16532085
0,314644732;-0,342347735;-0,126655157
-1,167442386;-1,516819588;-1,218100381
1,862914187;1,660759516;1,158290222
0,673701902;0,32723637;0,962428358
0,7338072;1,065675723;1,366405985
-1,561611873;-1,328034063;-2,39063962
0,430838707;0,756364291;1,098173269
1,719899011;1,108851775;1,612221355
0,134484411;-0,129102383;-0,444441172
-1,271212923;-1,587456423;-2,89204261
-0,976739447;-1,175854826;-1,56691759
-0,566495809;-0,270966001;-1,027227677
1,997494895;1,09269501;2,061700942
-0,184955798;-0,469334105;-1,3967537
-0,114118503;0,704180327;0,418792843
-0,615440926;-0,198749316;-0,028267295
0,122184061;-0,619172765;-1,349272456
0,706498395;0,736986925;0,62603229
-0,933884444;-0,61196688;-1,989535282
0,893298045;0,343592147;0,260343123
0,970474909;0,227828796;1,750067384
0,1160093;0,082601165;0,073670074
0,086091532;-0,052643482;0,122760131
-0,174717345;0,193074353;-1,047047158
1,647335965;0,641663861;3,017831783
-0,914392375;-0,222320997;0,434514201
1,664811302;0,401634466;1,777958066
0,183393796;0,114992188;0,79800791
1,009588392;1,030967893;1,070452496
-0,190355275;-0,264506019;0,144116731
-1,238184199;-0,097432744;0,527853054
0,361278923;0,067661327;-0,180200259
-0,916505971;-1,504592414;-1,151482738
-0,753847053;-0,69314185;-1,453241687
0,828154514;0,544255281;2,1939621
-0,966863858;-0,031812216;-0,431134796
1,068555555;0,3942239;0,746546335
-0,227563903;0,945039444;-0,418114854
1,679222226;1,056055017;3,279743402
-0,023924464;-0,194666339;0,736277383
0,026732783;0,429135779;-0,25434827
1,307133085;0,701055954;1,586663766
-0,324913937;-0,011933034;0,275833183
-0,795328011;-0,200808144;-1,638427704
-1,728518684;-0,965702584;-1,278073307
1,391192724;1,590964634;1,47145782
1,119439194;0,975938413;0,911826685
-0,147559999;-0,462883079;-0,121069891
1,831040886;0,940234788;1,778015541
1,870438234;1,987791846;2,797956149
-0,843984027;-0,465735494;-1,018977923
-1,877669758;-1,49848176;-1,83393821
-1,60554569;-1,169882786;-1,999497873
-1,356266306;-1,335015135;-2,416661333
0,770127501;0,003830073;0,219206654
-0,952828618;-0,899944279;-1,702563083
-1,93699793;-1,611855759;-0,127464279
-0,079099099;0,08886822;0,060244181
-1,099554307;-0,477209323;-1,590691729
-1,008538329;-0,708519289;-0,448518625
0,320418284;0,213441044;-1,114816838
0,486500884;1,270703968;-0,338400616
-0,960676248;-1,087166806;-1,671318411
0,150346034;0,112597504;0,143692601
-1,621014931;-1,317219129;-2,226059279
-1,539851012;-0,911550264;-2,538621642
0,603519846;-0,115092104;0,16809315
-0,651260231;-1,184266349;-0,95511495
-1,160105634;-1,238710465;-2,163563124
1,161481654;0,78305428;1,24221766
-0,25917607;-0,307654416;0,672738916
-1,366041039;-1,403205661;-1,66119858
-0,850785577;-0,71304023;-1,135925566
1,090130713;0,441057998;0,493363397
1,469293108;0,948291951;1,655171033
1,022493047;-0,339809717;0,715662199
0,772350076;0,162029599;0,192257426
-1,376791866;-0,951469883;-0,308663095
-0,165214673;0,191360546;-0,296494252
1,707368072;0,958756364;1,988503014
1,688971696;0,878392079;2,371603829
1,061286643;0,797646701;2,510792754
0,199953637;1,582099262;0,202571872
-1,132367051;0,225726661;-1,068804722
-1,399137485;0,044492063;-1,63869702
-0,907876278;-0,505517825;-2,196834378
1,041917433;0,616353187;0,7112739
-0,499888957;-0,312286607;0,236972329
0,302495281;0,260613914;0,769214408
-1,598752873;-0,668536696;-1,678061087
-0,862328016;-0,069461431;-2,022075185
-1,76570644;-0,581054026;-2,037418882
0,875045039;0,993056131;-0,083395477
-1,661549549;-0,226474928;-1,320470172
1,700978003;0,581022725;1,201887429
1,120769477;0,903365224;1,065340647
-0,126446088;-0,362417291;0,005458778
0,306194211;0,148696219;0,051699906
-0,231242954;0,506838011;-0,062122886
-0,856586364;-0,13489046;-0,804522752
-0,725401561;-0,409669657;-0,963916285
-0,271314847;-0,676989053;0,064590142
-0,260655257;-0,978750545;-0,44946322
0,38645337;-0,118325968;0,410944486
0,269815604;0,123205225;-0,161191002
1,786012027;0,811973969;0,026300327
-0,43336626;-0,088001518;-1,078032332
-1,060142475;-1,069210551;-1,764385719
1,097252612;0,496315372;0,114150199
-1,302360239;-0,90971132;-1,293582838
-1,813850821;-1,210061936;-2,237475342
0,382729394;-0,103243654;0,998333312
0,35886476;-0,261516476;0,174541555
-1,455655591;-0,289720098;-2,206232118
-0,334518102;-0,073559024;-1,431679453
1,344563834;1,600103583;1,496636391
-0,169552685;0,040505208;-0,152863835
-0,155161838;-0,101831911;0,024429058
-0,827678787;-0,66417089;-0,739759175
-0,667225679;-0,257706573;-0,2895797
0,448043462;-0,195003442;-0,345142598
-1,078372178;-0,125035239;-1,121008942
-1,404176498;-1,217752391;-1,01865074
-0,778964572;0,071127945;-0,824349513
-0,713573025;-0,757259614;-0,793135716
1,748772829;1,051219086;3,119183191
-1,282228598;-0,814016349;-1,490487499
-0,525420529;0,031563759;-1,078088168
-0,781097207;-0,372346418;-1,030002573
-1,389473017;-0,252156656;-0,491532821
-0,449653893;-0,034765899;0,082451367
-0,538477094;-0,532680389;0,227936324
-0,511654233;-0,847262877;-0,33663821
-0,00128903;0,131764389;0,644144568
1,923808276;1,092661824;1,898332119
-1,825761888;-0,386410719;-1,154905814
1,243384299;0,213743179;1,807857642
-0,869514468;-0,252344185;-0,58498839
1,334684089;1,121194829;0,135791165
-1,034863773;-0,098147796;-1,437420886
1,054547789;1,135286689;1,291135047
0,43887381;0,029197189;-0,236382865
-1,601273956;-0,934101502;-1,984119081
1,495748575;0,798080276;1,38806011
-0,823047509;-0,068601726;-0,132247665
1,548712352;0,762691233;0,715985119
-1,89579511;-0,836740427;-2,39966708
-1,872594525;-1,187152498;-1,890839268
-1,628335235;-1,138956889;-1,507269271
-0,346198086;0,218131695;-0,658928925
1,884070146;1,991549803;1,999061244
-0,974772914;-0,339516402;-0,985088453
-1,003131324;0,08103818;-1,302346258
1,762895227;1,471877786;1,922158566
-0,054666084;0,231582271;-0,445272361
1,152005529;0,500438407;1,256396942
1,433373444;0,957429123;1,058261222
1,350468122;0,799794452;1,559708368
0,095399577;0,175161991;0,066973655
-0,162579911;-0,244824736;0,63552335
-0,747833205;-0,66856454;-0,592294945
1,22872062;0,326226808;1,680497263
-0,625774533;-0,242776802;0,572276947
1,94559199;0,839436593;1,849501457
0,043660987;-0,482044588;-0,957971212
-1,675993501;-0,537891749;-1,663056426
1,35915646;1,466521677;0,850497016
-0,338145047;-0,538999995;0,025324137
-1,966336634;-1,033823341;-2,270521432
-1,090748467;-0,69263381;-0,596118434
-0,288932873;-0,55458115;-0,328067853
-1,277533762;-0,953737323;-1,604121733
0,983919676;0,520059794;1,553341646
1,182364789;-0,236009478;0,885094501
1,951424171;1,786776218;1,558012698
1,792703094;1,539375388;2,394371834
0,441736903;0,485441795;0,628129061
1,791461424;1,513064078;2,678227965
0,627979407;0,346833407;0,109422199
0,655363367;0,953258704;0,263665734
1,969872844;1,408606719;2,652051541
-0,832702925;-0,84801395;-1,934094203
-1,859347645;-1,029876584;-1,318845567
0,516622301;0,519832001;-0,139380696
0,286566215;0,141528431;0,248906441
1,050567193;0,2180223;1,548120707
0,824990462;-0,286735589;1,157188374
-1,71361723;-1,387095002;-2,539919057
1,225883481;-0,564430342;1,154004286
-0,994040731;-1,216310417;-1,339469333
-1,286980128;0,138788078;-0,870934591
-0,830054471;-0,497951344;0,128724355
-0,212943518;-0,115722409;-0,132826417
-1,995421316;-1,306240662;-1,850320446
-1,639794773;-1,281043782;-1,554647059
-1,385506555;-0,682402076;-1,918771231
0,799077806;0,240203775;0,969349092
1,202472181;-0,039544492;0,23806503
0,294552022;0,329468198;0,343232825
-0,249251147;-0,196858515;-1,221513201
0,907525767;0,574343016;0,582017682
1,993951099;1,534011184;2,75900428
0,862873004;0,491778936;0,148868682
-1,751166675;-0,859803834;-2,599466831
-0,999991048;-0,428908563;-0,487078588
1,150873454;-0,016240986;1,686273665
-1,84028236;-0,804917553;-0,541056614
1,880343527;0,910226479;1,603500912
-1,54800919;-1,095935102;-1,130249909
-0,518826956;-0,630012919;-0,695595978
-0,924882699;0,104986766;0,059112516
-1,506754367;-0,403178702;-1,635571256
-0,306284887;-0,217187744;-0,321668046
1,044108699;0,697622956;0,77428351
-1,102165311;-0,463876537;-0,718819747
0,24245696;0,009899325;0,151429456
1,247479677;0,811992552;1,445826059
-1,589433025;-0,942688533;-1,739574746
1,199640478;0,654516511;0,953206013
0,105851499;0,431814802;1,091987823
-0,048583052;-0,455093375;-0,092916814
0,230711431;-0,177042312;-0,613441689
-0,678938021;-1,124890439;-1,39181229
0,011314032;-0,114567847;-0,323586226
0,203332637;0,364092663;-0,091135922
-0,35973431;0,120711883;-0,299425433
-0,631818866;-1,038998033;-1,606294121
-0,287011325;-0,021999401;-0,600174488
0,021952101;-0,033288306;-0,063851982
-0,761043805;-0,546408757;-1,670581856
1,82573337;0,323084876;2,756134759
1,76601748;0,577988219;2,230297542
0,018931153;0,457717825;-0,455489381
-1,689168931;-1,820049996;-1,975640171
-1,382178721;-0,60403131;-1,197693979
-0,047880044;0,438678196;-0,468132674
-1,553927309;-0,903091873;-2,278204276
1,277485574;0,027683094;0,397492218
1,44624757;0,724487556;1,531367921
1,756429092;0,798038439;2,298895694
0,495623939;-0,386236875;-0,518225414
1,079388593;0,341655009;0,954326489
0,64117726;0,360408253;0,156122939
-1,617139951;-1,196251679;-1,712687055
-1,196644078;-1,118943867;-2,382590437
0,562505621;-0,034409163;0,640961081
-1,696730655;-0,590690473;-0,513922894
1,918171954;0,92595563;1,972048483
-1,43766285;-0,557243126;-0,970937882
-1,215331364;-0,617032047;-0,017460647
0,33784087;0,199999147;0,722421866
-0,562923961;-0,730537156;0,354267155
0,804819885;0,049902936;-0,324463417
0,743994575;0,312025248;1,474683023
-0,097505464;-0,621104513;-0,484828611
0,458549261;0,461049657;0,17167587
0,211973142;-0,003778296;-0,090373132
0,219810954;0,386478217;0,556322749
-0,422112866;-0,259769632;-1,371721721
-1,707490725;-0,732939291;-2,30934529
-0,030954505;0,144275112;0,607076893
1,843154579;0,912787042;1,800531803
-0,414808056;0,376572168;-0,530160521
-0,659031561;0,126541383;-1,029520007
-1,252171596;-0,092248989;-0,710100518
0,368186072;1,178513368;0,287118361
1,610837983;0,62400757;1,598634115
-0,636365382;-0,444733857;-0,659115353
1,018734599;-0,511904081;1,983598268
-1,981335684;-0,830034265;-1,735773704
-0,192682305;-0,457386792;-1,077479445
1,035889906;0,680523836;0,89870867
1,518138438;0,403868446;1,20391346
0,461155353;0,334840168;-0,143104551
0,035021338;0,434123188;-0,149102721
-1,328054723;-1,661477905;-1,284566783
-0,398610913;-0,592973196;-1,203994462
-0,655564514;-0,23355017;-0,726416916
-1,710322323;-1,252387147;-2,419583694
-1,902236816;-0,734567229;-1,539326056
0,238571932;0,049399401;0,818018531
0,109555147;0,538912883;0,356131084
-0,512935196;-0,53012262;0,78602078
0,808129226;0,55202763;0,592187845
-1,469975209;-0,966615449;-1,652773728
0,171702791;0,405767121;1,294399011
0,702179115;0,52281146;0,213837154
-0,985883994;-0,43110937;0,260885315
-1,644690881;-0,720378841;-1,894488708
-1,4984536;-0,65743859;-1,20260517
-1,341739705;-1,071487658;-0,530043038
-1,260220737;-0,917987303;-1,295738648
0,341490397;0,235721411;0,294212659
0,917006703;0,660061411;1,717064179
0,177735113;0,002492621;0,266190594
1,498745579;0,4832061;1,713820887
1,815710189;1,570063671;3,392371154
1,976199084;1,930767914;2,6995914
-1,57887746;-1,788514659;-1,210680705
1,865709728;0,660302572;-0,090451193
0,272125976;0,185460395;-0,61242688
0,162940792;0,583489843;1,386697154
-1,572304816;-0,236138468;-2,141213786
1,421259476;1,028305703;2,125061522
1,159817917;0,902029255;0,703971783
1,405094238;0,760722268;0,861972838
0,20720664;0,657456214;-0,576286167
-0,151253102;0,239213103;0,550279323
1,655881399;1,331676389;2,331765714
0,1383885;-0,475615664;0,933287143
-1,702235234;-0,592045606;-0,781283632
1,874293029;0,312225951;2,229446454
-0,234074466;0,344704871;-0,109545488
-0,911650202;-1,097478864;-2,071329266
-0,692291211;-0,291224584;0,39649924
-1,643452521;-1,040184202;-2,705814252
-1,226949887;-0,458072785;-1,807846847
1,708613349;0,829099245;1,863067899
-0,60605173;-0,012689881;-0,088274456
0,544630411;0,793382004;0,387201762
1,364373461;0,209371181;0,907240933
0,379802616;0,280029684;0,527235806
1,633424069;0,743160174;1,995353389
-1,140316795;-0,859352022;-1,824570918
-0,391141902;-0,77801729;-1,509409632
0,98795893;0,702317079;1,405765198
-1,443284899;-1,918616244;-1,985453985
-0,180802602;0,825662777;-0,226060398
-0,206937319;0,04914494;-0,342482487
0,548907231;0,710024002;1,628356922
-1,73965859;-1,19455562;-2,242947917
1,476917754;0,784082065;1,575034208
-1,682510828;-0,899719625;-1,235959571
1,597350921;0,583335116;2,54128604
-1,369101468;-1,070473228;-0,680215257
-0,242905049;-0,452745003;0,350140682
-1,960332363;-0,901724318;-1,428934779
-0,294540938;0,3648487;0,786333198
-1,066136399;-0,981723451;-1,530452868
-0,018465159;0,054789956;0,720603602
-1,321665092;-0,200635941;-0,489298886
-1,500027334;-0,852952848;-2,528737311
1,168507713;0,389727397;1,047817325
0,114642813;-0,085034035;0,003394924
1,206920514;0,798558135;0,927617137
1,186893748;1,19374484;1,8710661
0,651650031;0,40719131;-0,058586046
-0,774646505;-0,629291496;-0,673138851
0,958798313;0,430502475;0,461650863
-0,816311127;-0,164159253;-0,374838406
-0,416191396;-0,33604799;0,364122985
-1,509114646;-0,946055758;-2,133153774
-1,721143757;-1,348011548;-2,247097493
-1,054311737;-0,483175942;-0,963365311
0,142751067;-0,627171024;-0,166139996
-0,93609612;-0,025050415;-0,589375752
0,06437007;-0,459242189;-2,047736458
1,738441808;1,88718375;1,936610076
0,712010269;0,599914251;0,208012605
-0,494401145;-0,226485045;-0,317183235
-1,481746296;-1,441452507;-2,582173417
1,11265017;0,960825154;2,17407469
-0,296843612;0,160600345;0,318115641
0,481099474;0,670040347;1,913176613
0,897924008;-0,153814831;0,032266185
-0,123811334;0,87886138;0,3033275
-0,316106385;-0,661952801;-2,432512727
-0,838140945;0,156638073;0,008225318
-0,102517438;0,164647408;-1,610042607
-1,148163607;-0,442819342;-1,541403138
1,723247278;1,235415179;1,985277803
1,355226455;0,894214358;1,469106845
0,489696904;-0,14187213;1,101400305
-0,579715916;0,031261029;-0,215905832
0,266794299;0,05370713;0,144705019
-1,835206452;-1,541746801;-1,64292073
-1,86638157;-0,659314789;-1,366579197
-0,759729336;-0,19385018;-1,369061067
0,244837114;-0,214776358;0,256021835
-1,664809515;-0,922879278;-0,67802339
-0,118766498;0,141572877;-0,662667089
0,193968163;0,409431114;0,981694089
1,731469826;1,612863043;1,425974332
1,990021576;1,199540097;2,154553785
-1,209880383;-0,266672723;-2,047994081
